Source,Target,Type,Id,Label,timeset,Weight,Disease/Disorder
14,18,Undirected,53,D4,,1,Attention Deficit Hyperactivity
14,19,Undirected,54,D4,,1,Attention Deficit Hyperactivity
15,16,Undirected,55,D4,,1,Attention Deficit Hyperactivity
15,17,Undirected,56,D4,,1,Attention Deficit Hyperactivity
15,18,Undirected,57,D4,,1,Attention Deficit Hyperactivity
15,19,Undirected,58,D4,,1,Attention Deficit Hyperactivity
16,17,Undirected,59,D4,,1,Attention Deficit Hyperactivity
16,18,Undirected,60,D4,,1,Attention Deficit Hyperactivity
16,19,Undirected,61,D4,,1,Attention Deficit Hyperactivity
17,18,Undirected,62,D4,,1,Attention Deficit Hyperactivity
17,19,Undirected,63,D4,,1,Attention Deficit Hyperactivity
18,19,Undirected,64,D4,,1,Attention Deficit Hyperactivity
20,21,Undirected,65,D60,,2,Polycystic Kidney Disease
22,23,Undirected,66,D7,,1,Bipolar Disorder
22,24,Undirected,67,D7,,1,Bipolar Disorder
22,25,Undirected,68,D7,,1,Bipolar Disorder
22,12,Undirected,69,D7,,1,Bipolar Disorder
22,26,Undirected,70,D7,,1,Bipolar Disorder
22,27,Undirected,71,D7,,1,Bipolar Disorder
22,28,Undirected,72,D7,,1,Bipolar Disorder
23,24,Undirected,73,D7,,1,Bipolar Disorder
23,25,Undirected,74,D7,,1,Bipolar Disorder
23,12,Undirected,75,D7,,1,Bipolar Disorder
23,26,Undirected,76,D7,,1,Bipolar Disorder
23,27,Undirected,77,D7,,1,Bipolar Disorder
23,28,Undirected,78,D7,,1,Bipolar Disorder
24,25,Undirected,79,D7,,1,Bipolar Disorder
24,12,Undirected,80,D7,,1,Bipolar Disorder
24,26,Undirected,81,D7,,1,Bipolar Disorder
24,27,Undirected,82,D7,,1,Bipolar Disorder
24,28,Undirected,83,D7,,1,Bipolar Disorder
25,12,Undirected,84,D7,,1,Bipolar Disorder
25,26,Undirected,85,D7,,1,Bipolar Disorder
25,27,Undirected,86,D7,,1,Bipolar Disorder
25,28,Undirected,87,D7,,1,Bipolar Disorder
12,26,Undirected,88,D7,,1,Bipolar Disorder
12,27,Undirected,89,D7,,1,Bipolar Disorder
12,28,Undirected,90,D7,,1,Bipolar Disorder
26,27,Undirected,91,D7,,1,Bipolar Disorder
26,28,Undirected,92,D7,,1,Bipolar Disorder
27,28,Undirected,93,D7,,1,Bipolar Disorder
29,30,Undirected,94,D8,,1,Bladder Cancer
29,31,Undirected,95,D8,,1,Bladder Cancer
29,32,Undirected,96,D8,,1,Bladder Cancer
29,33,Undirected,97,D8,,1,Bladder Cancer
29,34,Undirected,98,D8,,1,Bladder Cancer
29,35,Undirected,99,D8,,1,Bladder Cancer
29,36,Undirected,100,D8,,1,Bladder Cancer
29,37,Undirected,101,D8,,1,Bladder Cancer
29,38,Undirected,102,D8,,1,Bladder Cancer
29,39,Undirected,103,D8,,1,Bladder Cancer
29,40,Undirected,104,D8,,1,Bladder Cancer
30,31,Undirected,105,D8,,1,Bladder Cancer
30,32,Undirected,106,D8,,1,Bladder Cancer
30,33,Undirected,107,D35,,2,Hepatocellular Carcinoma
30,34,Undirected,108,D8,,1,Bladder Cancer
30,35,Undirected,109,D8,,1,Bladder Cancer
30,36,Undirected,110,D8,,1,Bladder Cancer
30,37,Undirected,111,D8,,1,Bladder Cancer
30,38,Undirected,112,D8,,1,Bladder Cancer
30,39,Undirected,113,D8,,1,Bladder Cancer
30,40,Undirected,114,D35,,2,Hepatocellular Carcinoma
31,32,Undirected,115,D8,,1,Bladder Cancer
31,33,Undirected,116,D8,,1,Bladder Cancer
31,34,Undirected,117,D8,,1,Bladder Cancer
31,35,Undirected,118,D8,,1,Bladder Cancer
31,36,Undirected,119,D8,,1,Bladder Cancer
31,37,Undirected,120,D8,,1,Bladder Cancer
31,38,Undirected,121,D8,,1,Bladder Cancer
31,39,Undirected,122,D8,,1,Bladder Cancer
31,40,Undirected,123,D8,,1,Bladder Cancer
32,33,Undirected,124,D8,,1,Bladder Cancer
32,34,Undirected,125,D8,,1,Bladder Cancer
32,35,Undirected,126,D8,,1,Bladder Cancer
32,36,Undirected,127,D8,,1,Bladder Cancer
32,37,Undirected,128,D8,,1,Bladder Cancer
32,38,Undirected,129,D8,,1,Bladder Cancer
32,39,Undirected,130,D8,,1,Bladder Cancer
32,40,Undirected,131,D8,,1,Bladder Cancer
33,34,Undirected,132,D8,,1,Bladder Cancer
33,35,Undirected,133,D8,,1,Bladder Cancer
33,36,Undirected,134,D8,,1,Bladder Cancer
33,37,Undirected,135,D8,,1,Bladder Cancer
33,38,Undirected,136,D8,,1,Bladder Cancer
33,39,Undirected,137,D8,,1,Bladder Cancer
33,40,Undirected,138,D35,,2,Hepatocellular Carcinoma
34,35,Undirected,139,D8,,1,Bladder Cancer
34,36,Undirected,140,D8,,1,Bladder Cancer
34,37,Undirected,141,D8,,1,Bladder Cancer
34,38,Undirected,142,D8,,1,Bladder Cancer
34,39,Undirected,143,D8,,1,Bladder Cancer
34,40,Undirected,144,D8,,1,Bladder Cancer
35,36,Undirected,145,D8,,1,Bladder Cancer
35,37,Undirected,146,D8,,1,Bladder Cancer
35,38,Undirected,147,D8,,1,Bladder Cancer
35,39,Undirected,148,D8,,1,Bladder Cancer
35,40,Undirected,149,D8,,1,Bladder Cancer
36,37,Undirected,150,D8,,1,Bladder Cancer
36,38,Undirected,151,D8,,1,Bladder Cancer
36,39,Undirected,152,D8,,1,Bladder Cancer
36,40,Undirected,153,D8,,1,Bladder Cancer
37,38,Undirected,154,D8,,1,Bladder Cancer
37,39,Undirected,155,D8,,1,Bladder Cancer
37,40,Undirected,156,D8,,1,Bladder Cancer
38,39,Undirected,157,D8,,1,Bladder Cancer
38,40,Undirected,158,D8,,1,Bladder Cancer
39,40,Undirected,159,D8,,1,Bladder Cancer
41,42,Undirected,160,D9,,1,Breast Cancer
41,43,Undirected,161,D9,,1,Breast Cancer
41,44,Undirected,162,D9,,1,Breast Cancer
41,45,Undirected,163,D9,,1,Breast Cancer
41,46,Undirected,164,D9,,1,Breast Cancer
42,43,Undirected,165,D9,,1,Breast Cancer
42,44,Undirected,166,D9,,1,Breast Cancer
42,45,Undirected,167,D9,,1,Breast Cancer
42,46,Undirected,168,D9,,1,Breast Cancer
43,44,Undirected,169,D9,,1,Breast Cancer
43,45,Undirected,170,D9,,1,Breast Cancer
43,46,Undirected,171,D9,,1,Breast Cancer
44,45,Undirected,172,D9,,1,Breast Cancer
44,46,Undirected,173,D9,,1,Breast Cancer
45,46,Undirected,174,D9,,1,Breast Cancer
47,30,Undirected,175,D10,,1,Burkitt Lymphoma
47,44,Undirected,176,D10,,1,Burkitt Lymphoma
30,44,Undirected,177,D10,,1,Burkitt Lymphoma
49,50,Undirected,178,D12,,1,Cataract
49,51,Undirected,179,D12,,1,Cataract
49,52,Undirected,180,D12,,1,Cataract
49,53,Undirected,181,D12,,1,Cataract
49,54,Undirected,182,D12,,1,Cataract
49,55,Undirected,183,D12,,1,Cataract
49,56,Undirected,184,D12,,1,Cataract
49,57,Undirected,185,D12,,1,Cataract
49,58,Undirected,186,D12,,1,Cataract
49,59,Undirected,187,D12,,1,Cataract
49,60,Undirected,188,D12,,1,Cataract
49,61,Undirected,189,D12,,1,Cataract
49,62,Undirected,190,D12,,1,Cataract
49,63,Undirected,191,D12,,1,Cataract
49,64,Undirected,192,D12,,1,Cataract
50,51,Undirected,193,D12,,1,Cataract
50,52,Undirected,194,D12,,1,Cataract
50,53,Undirected,195,D12,,1,Cataract
50,54,Undirected,196,D12,,1,Cataract
50,55,Undirected,197,D12,,1,Cataract
50,56,Undirected,198,D12,,1,Cataract
50,57,Undirected,199,D12,,1,Cataract
50,58,Undirected,200,D12,,1,Cataract
50,59,Undirected,201,D12,,1,Cataract
50,60,Undirected,202,D12,,1,Cataract
50,61,Undirected,203,D12,,1,Cataract
50,62,Undirected,204,D12,,1,Cataract
50,63,Undirected,205,D12,,1,Cataract
50,64,Undirected,206,D12,,1,Cataract
51,52,Undirected,207,D12,,1,Cataract
51,53,Undirected,208,D12,,1,Cataract
51,55,Undirected,209,D12,,1,Cataract
51,56,Undirected,210,D12,,1,Cataract
51,57,Undirected,211,D12,,1,Cataract
51,58,Undirected,212,D12,,1,Cataract
51,59,Undirected,213,D12,,1,Cataract
51,60,Undirected,214,D12,,1,Cataract
51,61,Undirected,215,D12,,1,Cataract
51,62,Undirected,216,D12,,1,Cataract
51,63,Undirected,217,D12,,1,Cataract
51,64,Undirected,218,D12,,1,Cataract
52,53,Undirected,219,D12,,1,Cataract
52,54,Undirected,220,D12,,1,Cataract
52,55,Undirected,221,D12,,1,Cataract
52,56,Undirected,222,D12,,1,Cataract
52,57,Undirected,223,D12,,1,Cataract
52,58,Undirected,224,D12,,1,Cataract
52,59,Undirected,225,D12,,1,Cataract
52,60,Undirected,226,D12,,1,Cataract
52,61,Undirected,227,D12,,1,Cataract
52,62,Undirected,228,D12,,1,Cataract
52,63,Undirected,229,D12,,1,Cataract
52,64,Undirected,230,D12,,1,Cataract
53,54,Undirected,231,D12,,1,Cataract
53,55,Undirected,232,D12,,1,Cataract
53,56,Undirected,233,D12,,1,Cataract
53,57,Undirected,234,D12,,1,Cataract
53,58,Undirected,235,D12,,1,Cataract
53,59,Undirected,236,D12,,1,Cataract
53,60,Undirected,237,D12,,1,Cataract
53,61,Undirected,238,D12,,1,Cataract
53,62,Undirected,239,D12,,1,Cataract
53,63,Undirected,240,D12,,1,Cataract
53,64,Undirected,241,D12,,1,Cataract
54,55,Undirected,242,D12,,1,Cataract
54,56,Undirected,243,D12,,1,Cataract
54,57,Undirected,244,D12,,1,Cataract
54,58,Undirected,245,D12,,1,Cataract
54,59,Undirected,246,D12,,1,Cataract
54,60,Undirected,247,D12,,1,Cataract
54,61,Undirected,248,D12,,1,Cataract
54,62,Undirected,249,D12,,1,Cataract
54,63,Undirected,250,D12,,1,Cataract
54,64,Undirected,251,D12,,1,Cataract
55,56,Undirected,252,D12,,1,Cataract
55,57,Undirected,253,D12,,1,Cataract
55,58,Undirected,254,D12,,1,Cataract
55,59,Undirected,255,D12,,1,Cataract
55,60,Undirected,256,D12,,1,Cataract
55,61,Undirected,257,D12,,1,Cataract
55,62,Undirected,258,D12,,1,Cataract
55,63,Undirected,259,D12,,1,Cataract
55,64,Undirected,260,D12,,1,Cataract
56,57,Undirected,261,D12,,1,Cataract
56,58,Undirected,262,D12,,1,Cataract
56,59,Undirected,263,D12,,1,Cataract
56,60,Undirected,264,D12,,1,Cataract
56,61,Undirected,265,D12,,1,Cataract
56,62,Undirected,266,D12,,1,Cataract
56,63,Undirected,267,D12,,1,Cataract
56,64,Undirected,268,D12,,1,Cataract
57,58,Undirected,269,D12,,1,Cataract
57,59,Undirected,270,D12,,1,Cataract
57,60,Undirected,271,D12,,1,Cataract
57,61,Undirected,272,D12,,1,Cataract
57,62,Undirected,273,D12,,1,Cataract
57,63,Undirected,274,D12,,1,Cataract
57,64,Undirected,275,D12,,1,Cataract
58,59,Undirected,276,D12,,1,Cataract
58,60,Undirected,277,D12,,1,Cataract
58,61,Undirected,278,D12,,1,Cataract
58,62,Undirected,279,D12,,1,Cataract
58,63,Undirected,280,D12,,1,Cataract
58,64,Undirected,281,D12,,1,Cataract
59,60,Undirected,282,D12,,1,Cataract
59,61,Undirected,283,D12,,1,Cataract
59,62,Undirected,284,D12,,1,Cataract
59,63,Undirected,285,D12,,1,Cataract
59,64,Undirected,286,D12,,1,Cataract
60,61,Undirected,287,D12,,1,Cataract
60,62,Undirected,288,D12,,1,Cataract
60,63,Undirected,289,D12,,1,Cataract
60,64,Undirected,290,D12,,1,Cataract
61,62,Undirected,291,D12,,1,Cataract
61,63,Undirected,292,D12,,1,Cataract
61,64,Undirected,293,D12,,1,Cataract
62,63,Undirected,294,D12,,1,Cataract
62,64,Undirected,295,D12,,1,Cataract
63,64,Undirected,296,D12,,1,Cataract
65,66,Undirected,297,D13,,1,Cerebral Cavernous Malformation
65,67,Undirected,298,D13,,1,Cerebral Cavernous Malformation
66,67,Undirected,299,D13,,1,Cerebral Cavernous Malformation
68,69,Undirected,300,D14,,1,Charcot–Marie–Tooth Disease
68,70,Undirected,301,D14,,1,Charcot–Marie–Tooth Disease
69,70,Undirected,302,D14,,1,Charcot–Marie–Tooth Disease
71,72,Undirected,303,D19,,1,Chronic Lymphocytic Leukaemia
71,73,Undirected,304,D19,,1,Chronic Lymphocytic Leukaemia
71,30,Undirected,305,D50,,2,Myelodysplastic Syndrome
72,30,Undirected,306,D19,,1,Chronic Lymphocytic Leukaemia
72,73,Undirected,307,D19,,1,Chronic Lymphocytic Leukaemia
73,30,Undirected,308,D19,,1,Chronic Lymphocytic Leukaemia
74,75,Undirected,309,D18,,1,Citrullinemia
76,77,Undirected,310,D17,,1,Cockayne Syndrome
78,79,Undirected,311,D16,,1,"Collagenopathy, types II and XI"
78,80,Undirected,312,D16,,1,"Collagenopathy, types II and XI"
79,80,Undirected,313,D16,,1,"Collagenopathy, types II and XI"
81,82,Undirected,314,D15,,1,Congenital Hypothyroidism
81,83,Undirected,315,D15,,1,Congenital Hypothyroidism
81,84,Undirected,316,D15,,1,Congenital Hypothyroidism
82,83,Undirected,317,D15,,1,Congenital Hypothyroidism
82,84,Undirected,318,D15,,1,Congenital Hypothyroidism
83,84,Undirected,319,D15,,1,Congenital Hypothyroidism
86,28,Undirected,320,D22,,1,Depression
86,15,Undirected,321,D22,,1,Depression
28,15,Undirected,322,D22,,1,Depression
87,88,Undirected,323,D23,,1,Diabetes
87,89,Undirected,324,D23,,1,Diabetes
87,90,Undirected,325,D23,,1,Diabetes
87,91,Undirected,326,D23,,1,Diabetes
87,92,Undirected,327,D23,,1,Diabetes
87,93,Undirected,328,D23,,1,Diabetes
87,94,Undirected,329,D23,,1,Diabetes
87,95,Undirected,330,D23,,1,Diabetes
87,96,Undirected,331,D23,,1,Diabetes
87,97,Undirected,332,D23,,1,Diabetes
87,98,Undirected,333,D23,,1,Diabetes
87,99,Undirected,334,D23,,1,Diabetes
87,100,Undirected,335,D23,,1,Diabetes
87,101,Undirected,336,D23,,1,Diabetes
87,102,Undirected,337,D23,,1,Diabetes
87,103,Undirected,338,D23,,1,Diabetes
87,104,Undirected,339,D23,,1,Diabetes
87,105,Undirected,340,D23,,1,Diabetes
87,106,Undirected,341,D23,,1,Diabetes
88,89,Undirected,342,D23,,1,Diabetes
88,90,Undirected,343,D23,,1,Diabetes
88,91,Undirected,344,D23,,1,Diabetes
88,92,Undirected,345,D23,,1,Diabetes
88,93,Undirected,346,D23,,1,Diabetes
88,94,Undirected,347,D23,,1,Diabetes
88,95,Undirected,348,D23,,1,Diabetes
88,96,Undirected,349,D23,,1,Diabetes
88,97,Undirected,350,D46,,2,Maturity Onset Diabetes of the Young type 1
88,98,Undirected,351,D23,,1,Diabetes
88,99,Undirected,352,D23,,1,Diabetes
88,100,Undirected,353,D23,,1,Diabetes
88,101,Undirected,354,D23,,1,Diabetes
88,102,Undirected,355,D23,,1,Diabetes
88,103,Undirected,356,D23,,1,Diabetes
88,104,Undirected,357,D23,,1,Diabetes
88,105,Undirected,358,D23,,1,Diabetes
88,106,Undirected,359,D23,,1,Diabetes
89,90,Undirected,360,D23,,1,Diabetes
89,91,Undirected,361,D23,,1,Diabetes
89,92,Undirected,362,D23,,1,Diabetes
89,93,Undirected,363,D23,,1,Diabetes
89,94,Undirected,364,D23,,1,Diabetes
89,95,Undirected,365,D23,,1,Diabetes
89,96,Undirected,366,D23,,1,Diabetes
89,97,Undirected,367,D23,,1,Diabetes
89,98,Undirected,368,D23,,1,Diabetes
89,99,Undirected,369,D23,,1,Diabetes
89,100,Undirected,370,D23,,1,Diabetes
89,101,Undirected,371,D23,,1,Diabetes
89,102,Undirected,372,D23,,1,Diabetes
89,103,Undirected,373,D23,,1,Diabetes
89,104,Undirected,374,D23,,1,Diabetes
89,105,Undirected,375,D23,,1,Diabetes
89,106,Undirected,376,D23,,1,Diabetes
90,91,Undirected,377,D23,,1,Diabetes
90,92,Undirected,378,D23,,1,Diabetes
90,93,Undirected,379,D23,,1,Diabetes
90,94,Undirected,380,D23,,1,Diabetes
90,95,Undirected,381,D23,,1,Diabetes
90,96,Undirected,382,D23,,1,Diabetes
90,97,Undirected,383,D23,,1,Diabetes
90,98,Undirected,384,D23,,1,Diabetes
90,99,Undirected,385,D23,,1,Diabetes
90,100,Undirected,386,D23,,1,Diabetes
90,101,Undirected,387,D23,,1,Diabetes
90,102,Undirected,388,D23,,1,Diabetes
90,103,Undirected,389,D23,,1,Diabetes
90,104,Undirected,390,D23,,1,Diabetes
90,105,Undirected,391,D23,,1,Diabetes
90,106,Undirected,392,D23,,1,Diabetes
91,92,Undirected,393,D23,,1,Diabetes
91,93,Undirected,394,D23,,1,Diabetes
91,94,Undirected,395,D23,,1,Diabetes
91,95,Undirected,396,D23,,1,Diabetes
91,96,Undirected,397,D23,,1,Diabetes
91,97,Undirected,398,D23,,1,Diabetes
91,98,Undirected,399,D23,,1,Diabetes
91,99,Undirected,400,D23,,1,Diabetes
91,100,Undirected,401,D23,,1,Diabetes
91,101,Undirected,402,D23,,1,Diabetes
91,102,Undirected,403,D23,,1,Diabetes
91,103,Undirected,404,D23,,1,Diabetes
91,104,Undirected,405,D23,,1,Diabetes
91,105,Undirected,406,D23,,1,Diabetes
91,106,Undirected,407,D23,,1,Diabetes
92,93,Undirected,408,D23,,1,Diabetes
92,94,Undirected,409,D23,,1,Diabetes
92,95,Undirected,410,D23,,1,Diabetes
92,96,Undirected,411,D23,,1,Diabetes
92,97,Undirected,412,D23,,1,Diabetes
92,98,Undirected,413,D23,,1,Diabetes
92,99,Undirected,414,D23,,1,Diabetes
92,100,Undirected,415,D23,,1,Diabetes
92,101,Undirected,416,D23,,1,Diabetes
92,102,Undirected,417,D23,,1,Diabetes
92,103,Undirected,418,D23,,1,Diabetes
92,104,Undirected,419,D23,,1,Diabetes
92,105,Undirected,420,D23,,1,Diabetes
92,106,Undirected,421,D23,,1,Diabetes
93,94,Undirected,422,D23,,1,Diabetes
93,95,Undirected,423,D23,,1,Diabetes
93,96,Undirected,424,D23,,1,Diabetes
93,97,Undirected,425,D23,,1,Diabetes
93,98,Undirected,426,D23,,1,Diabetes
93,99,Undirected,427,D23,,1,Diabetes
93,100,Undirected,428,D23,,1,Diabetes
93,101,Undirected,429,D23,,1,Diabetes
93,102,Undirected,430,D23,,1,Diabetes
93,103,Undirected,431,D23,,1,Diabetes
93,104,Undirected,432,D23,,1,Diabetes
93,105,Undirected,433,D23,,1,Diabetes
93,106,Undirected,434,D23,,1,Diabetes
94,95,Undirected,435,D23,,1,Diabetes
94,96,Undirected,436,D23,,1,Diabetes
94,97,Undirected,437,D23,,1,Diabetes
94,98,Undirected,438,D23,,1,Diabetes
94,99,Undirected,439,D23,,1,Diabetes
94,100,Undirected,440,D23,,1,Diabetes
94,101,Undirected,441,D23,,1,Diabetes
94,102,Undirected,442,D23,,1,Diabetes
94,103,Undirected,443,D23,,1,Diabetes
94,104,Undirected,444,D23,,1,Diabetes
94,105,Undirected,445,D23,,1,Diabetes
94,106,Undirected,446,D23,,1,Diabetes
95,96,Undirected,447,D23,,1,Diabetes
95,97,Undirected,448,D23,,1,Diabetes
95,98,Undirected,449,D23,,1,Diabetes
95,99,Undirected,450,D23,,1,Diabetes
95,100,Undirected,451,D23,,1,Diabetes
95,101,Undirected,452,D23,,1,Diabetes
95,102,Undirected,453,D23,,1,Diabetes
95,103,Undirected,454,D23,,1,Diabetes
95,104,Undirected,455,D23,,1,Diabetes
95,105,Undirected,456,D23,,1,Diabetes
95,106,Undirected,457,D23,,1,Diabetes
96,97,Undirected,458,D23,,1,Diabetes
96,98,Undirected,459,D23,,1,Diabetes
96,99,Undirected,460,D23,,1,Diabetes
96,100,Undirected,461,D23,,1,Diabetes
96,101,Undirected,462,D23,,1,Diabetes
96,102,Undirected,463,D23,,1,Diabetes
96,103,Undirected,464,D23,,1,Diabetes
96,104,Undirected,465,D23,,1,Diabetes
96,105,Undirected,466,D23,,1,Diabetes
96,106,Undirected,467,D23,,1,Diabetes
97,98,Undirected,468,D23,,1,Diabetes
97,99,Undirected,469,D23,,1,Diabetes
97,100,Undirected,470,D23,,1,Diabetes
97,101,Undirected,471,D23,,1,Diabetes
97,102,Undirected,472,D23,,1,Diabetes
97,103,Undirected,473,D23,,1,Diabetes
97,104,Undirected,474,D23,,1,Diabetes
97,105,Undirected,475,D23,,1,Diabetes
97,106,Undirected,476,D23,,1,Diabetes
98,99,Undirected,477,D23,,1,Diabetes
98,100,Undirected,478,D23,,1,Diabetes
98,101,Undirected,479,D23,,1,Diabetes
98,102,Undirected,480,D23,,1,Diabetes
98,103,Undirected,481,D23,,1,Diabetes
98,104,Undirected,482,D23,,1,Diabetes
98,105,Undirected,483,D23,,1,Diabetes
98,106,Undirected,484,D23,,1,Diabetes
99,100,Undirected,485,D23,,1,Diabetes
99,101,Undirected,486,D23,,1,Diabetes
99,102,Undirected,487,D23,,1,Diabetes
99,103,Undirected,488,D23,,1,Diabetes
99,104,Undirected,489,D23,,1,Diabetes
99,105,Undirected,490,D23,,1,Diabetes
99,106,Undirected,491,D23,,1,Diabetes
100,101,Undirected,492,D23,,1,Diabetes
100,102,Undirected,493,D23,,1,Diabetes
100,103,Undirected,494,D23,,1,Diabetes
100,104,Undirected,495,D23,,1,Diabetes
100,105,Undirected,496,D23,,1,Diabetes
100,106,Undirected,497,D23,,1,Diabetes
101,102,Undirected,498,D23,,1,Diabetes
101,103,Undirected,499,D23,,1,Diabetes
101,104,Undirected,500,D23,,1,Diabetes
101,105,Undirected,501,D23,,1,Diabetes
101,106,Undirected,502,D23,,1,Diabetes
102,103,Undirected,503,D23,,1,Diabetes
102,104,Undirected,504,D23,,1,Diabetes
102,105,Undirected,505,D23,,1,Diabetes
102,106,Undirected,506,D23,,1,Diabetes
103,104,Undirected,507,D23,,1,Diabetes
103,105,Undirected,508,D23,,1,Diabetes
103,106,Undirected,509,D23,,1,Diabetes
104,105,Undirected,510,D23,,1,Diabetes
104,106,Undirected,511,D23,,1,Diabetes
105,106,Undirected,512,D23,,1,Diabetes
107,108,Undirected,513,D24,,1,Ehlers-Danlos Syndrome
107,109,Undirected,514,D24,,1,Ehlers-Danlos Syndrome
107,110,Undirected,515,D24,,1,Ehlers-Danlos Syndrome
107,111,Undirected,516,D24,,1,Ehlers-Danlos Syndrome
107,112,Undirected,517,D24,,1,Ehlers-Danlos Syndrome
107,113,Undirected,518,D24,,1,Ehlers-Danlos Syndrome
107,114,Undirected,519,D24,,1,Ehlers-Danlos Syndrome
107,115,Undirected,520,D24,,1,Ehlers-Danlos Syndrome
107,116,Undirected,521,D24,,1,Ehlers-Danlos Syndrome
107,117,Undirected,522,D24,,1,Ehlers-Danlos Syndrome
107,118,Undirected,523,D24,,1,Ehlers-Danlos Syndrome
107,119,Undirected,524,D24,,1,Ehlers-Danlos Syndrome
107,120,Undirected,525,D24,,1,Ehlers-Danlos Syndrome
107,121,Undirected,526,D24,,1,Ehlers-Danlos Syndrome
107,122,Undirected,527,D24,,1,Ehlers-Danlos Syndrome
107,123,Undirected,528,D24,,1,Ehlers-Danlos Syndrome
107,124,Undirected,529,D24,,1,Ehlers-Danlos Syndrome
107,125,Undirected,530,D24,,1,Ehlers-Danlos Syndrome
108,109,Undirected,531,D57,,2,Osteogenesis Imperfecta
108,110,Undirected,532,D24,,1,Ehlers-Danlos Syndrome
108,111,Undirected,533,D24,,1,Ehlers-Danlos Syndrome
108,112,Undirected,534,D24,,1,Ehlers-Danlos Syndrome
108,113,Undirected,535,D24,,1,Ehlers-Danlos Syndrome
108,114,Undirected,536,D24,,1,Ehlers-Danlos Syndrome
108,115,Undirected,537,D24,,1,Ehlers-Danlos Syndrome
108,116,Undirected,538,D24,,1,Ehlers-Danlos Syndrome
108,117,Undirected,539,D24,,1,Ehlers-Danlos Syndrome
108,118,Undirected,540,D24,,1,Ehlers-Danlos Syndrome
108,119,Undirected,541,D24,,1,Ehlers-Danlos Syndrome
108,120,Undirected,542,D24,,1,Ehlers-Danlos Syndrome
108,121,Undirected,543,D24,,1,Ehlers-Danlos Syndrome
108,122,Undirected,544,D24,,1,Ehlers-Danlos Syndrome
108,123,Undirected,545,D24,,1,Ehlers-Danlos Syndrome
108,124,Undirected,546,D24,,1,Ehlers-Danlos Syndrome
108,125,Undirected,547,D24,,1,Ehlers-Danlos Syndrome
109,110,Undirected,548,D24,,1,Ehlers-Danlos Syndrome
109,111,Undirected,549,D24,,1,Ehlers-Danlos Syndrome
109,112,Undirected,550,D24,,1,Ehlers-Danlos Syndrome
109,113,Undirected,551,D24,,1,Ehlers-Danlos Syndrome
